Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial,CouncilDistrict
X00888200-I1,BRONX,,6/10/2023,11/4/2025,877,1/26/2026,277.0,,Permit Entire,2053702,211,40.86578,-73.86416,2704,WALLACE AVENUE,2,4512,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,13
X00885455-I1,BRONX,,6/9/2023,11/4/2025,878,4/1/2026,401.0,,Permit Entire,2115864,202,40.82168,-73.90029,920,PROSPECT AVENUE,2,2690,63,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,17
M00888361-I1,MANHATTAN,,6/9/2023,11/4/2025,878,12/31/2025,109.0,,Permit Entire,1080802,106,40.73892,-73.98674,61,GRAMERCY PARK,1,877,1,LOMBARDO PROFESSIONAL ENGINEERING,1,DOB NOW,Local Law 11,Commercial District/Overlay,02
M00885921-I1,MANHATTAN,,6/8/2023,11/4/2025,879,4/1/2026,257.0,,Permit Entire,1075959,102,40.72016,-73.99792,240,CENTRE STREET,1,472,7501,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,01
M00882951-I1,MANHATTAN,,6/8/2023,11/4/2025,879,3/25/2026,228.0,,Permit Entire,1028816,107,40.77929,-73.97438,170,CENTRAL PARK WEST,1,1129,29,URBAN INTEGRATIONS LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,06
M00881135-I1,MANHATTAN,,6/8/2023,11/4/2025,879,5/6/2026,268.0,,Permit Entire,1048263,108,40.78169,-73.95225,181,EAST   90 STREET,1,1519,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,05
M00884708-I1,MANHATTAN,,6/8/2023,11/4/2025,879,2/1/2026,240.0,,Permit Entire,1081598,109,40.80746,-73.96582,619,WEST  114 STREET,1,1896,9,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,07
B00887043-I1,BROOKLYN,,6/8/2023,11/4/2025,879,1/27/2026,631.0,,Permit Entire,3328035,305,40.66821,-73.89653,611,BLAKE AVENUE,3,3770,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,42
B00882628-I1,BROOKLYN,,6/8/2023,11/4/2025,879,4/14/2026,117.0,,Permit Entire,3399966,301,40.711,-73.95773,167,HAVEMEYER STREET,3,2421,40,360 ENGINEERING P.C.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,34
M00883699-I1,MANHATTAN,,6/7/2023,11/4/2025,880,12/11/2025,543.0,,Permit Entire,1001622,101,40.71708,-74.00699,40,WORTH STREET,1,148,7501,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
X00886326-I1,BRONX,,6/7/2023,11/4/2025,880,3/10/2026,422.0,,Permit Entire,2048981,211,40.85398,-73.8616,900,LYDIG AVENUE,2,4298,22,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,13
X00877277-I1,BRONX,,6/6/2023,11/4/2025,881,4/1/2026,394.0,,Permit Entire,2045227,211,40.85075,-73.84871,1180,MORRIS PARK AVENUE,2,4116,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,13
X00881217-I1,BRONX,,6/6/2023,11/4/2025,881,5/27/2026,132.0,,Permit Entire,2007360,204,40.84318,-73.90708,1655,MONROE AVENUE,2,2792,18,PR,1,DOB NOW,Local Law 11,Other Zoning Districts,15
M00881333-I1,MANHATTAN,,6/6/2023,11/4/2025,881,6/2/2026,765.0,,Permit Entire,1047938,108,40.77867,-73.95473,185,EAST   85 STREET,1,1514,39,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Commercial District/Overlay,04
M00880971-I1,MANHATTAN,,6/5/2023,11/4/2025,882,3/6/2026,178.0,,Permit Entire,1014453,105,40.75414,-73.99163,265,WEST   37 STREET,1,787,1,CONAPAC SERVICES  DBA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,03
X00883595-I1,BRONX,,6/5/2023,11/4/2025,882,12/3/2025,152.0,,Permit Entire,2016643,207,40.86497,-73.89093,2661,MARION AVENUE,2,3287,100,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,15
X00884067-I1,BRONX,,6/5/2023,11/4/2025,882,1/23/2026,328.0,,Permit Entire,2016813,207,40.86294,-73.89327,2555,BAINBRIDGE AVENUE,2,3293,83,PR,1,DOB NOW,Local Law 11,Other Zoning Districts,15
M00884346-I1,MANHATTAN,,6/4/2023,11/4/2025,883,6/5/2026,235.0,,Permit Entire,1061524,109,40.82689,-73.94423,435,CONVENT AVENUE,1,2063,46,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,09
M00884542-I1,MANHATTAN,,6/4/2023,11/4/2025,883,3/10/2026,720.0,,Permit Entire,1045849,108,40.76741,-73.9539,1365,YORK AVENUE,1,1467,21,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay,05
B00882362-I1,BROOKLYN,,6/4/2023,11/4/2025,883,2/12/2026,90.0,,Permit Entire,3000324,302,40.69271,-73.98694,365,JAY STREET,3,147,2,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,33
B00870188-I1,BROOKLYN,,6/4/2023,11/4/2025,883,5/25/2026,256.0,,Permit Entire,3413889,302,40.69096,-73.98488,248,DUFFIELD STREET,3,145,7501,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay,33
M00882581-I1,MANHATTAN,,6/2/2023,11/4/2025,885,4/1/2026,126.0,,Permit Entire,1010668,102,40.73421,-74.00192,160,WEST   10 STREET,1,610,17,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M00879184-I1,MANHATTAN,,6/2/2023,11/4/2025,885,3/1/2026,697.0,,Permit Entire,1055254,107,40.79305,-73.96689,65,WEST   96 STREET,1,1832,7502,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,07
X00836546-I1,BRONX,,6/2/2023,11/4/2025,885,3/31/2026,434.0,,Permit Entire,2056289,212,40.87314,-73.86574,3260,CRUGER AVENUE,2,4599,17,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,12
S00850093-I1,STATEN ISLAND,,6/2/2023,11/4/2025,885,12/14/2025,650.0,,Permit Entire,5045488,502,40.59787,-74.07053,99,MACFARLAND AVENUE,5,3097,14,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,50
X00821688-I1,BRONX,,6/1/2023,11/4/2025,886,12/31/2025,1123.0,,Permit Entire,2009555,203,40.83943,-73.90178,1595,BATHGATE AVENUE,2,2913,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
B00883190-I1,BROOKLYN,,6/1/2023,11/4/2025,886,12/16/2025,50.0,,Permit Entire,3103615,317,40.65492,-73.91238,1,BROOKDALE PLAZA,3,4718,1,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,42
B00861009-I1,BROOKLYN,,6/1/2023,11/4/2025,886,5/16/2026,391.0,,Permit Entire,3001726,302,40.69818,-73.9941,111,HICKS STREET,3,231,19,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,33
B00881058-I1,BROOKLYN,,5/31/2023,11/4/2025,887,2/17/2026,48.0,,Permit Entire,3031612,308,40.67236,-73.945,222,BROOKLYN AVENUE,3,1242,49,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,36
M00882742-I1,MANHATTAN,,5/31/2023,11/4/2025,887,2/28/2026,280.0,,Permit Entire,1019522,106,40.73363,-73.98648,200,EAST   15 STREET,1,896,48,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay,02
M00846258-I1,MANHATTAN,,5/31/2023,11/4/2025,887,4/14/2026,47.0,,Permit Entire,1053651,110,40.80885,-73.94267,38,WEST  128 STREET,1,1725,55,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Other Zoning Districts,09
X00881906-I1,BRONX,,5/31/2023,11/4/2025,887,3/2/2026,196.0,,Permit Entire,2012402,206,40.85054,-73.88726,690,EAST  182 STREET,2,3083,34,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
X00880044-I1,BRONX,,5/30/2023,11/4/2025,888,5/7/2026,328.0,,Permit Entire,2095200,208,40.88333,-73.88914,3965,SEDGWICK AVENUE,2,3252,52,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,11
M00881403-I1,MANHATTAN,,5/26/2023,11/4/2025,892,2/28/2026,113.0,,Permit Entire,1034511,105,40.76,-73.97816,25,WEST   51 STREET,1,1267,7501,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M00880993-I1,MANHATTAN,,5/26/2023,11/4/2025,892,2/28/2026,212.0,,Permit Entire,1058449,110,40.80576,-73.95118,1990,ADAM CLAYTON POWELL JR BOULEVARD,1,1925,36,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Commercial District/Overlay,09
M00880606-I1,MANHATTAN,,5/25/2023,11/4/2025,893,3/10/2026,90.0,,Permit Entire,1001112,101,40.70776,-74.00744,75,MAIDEN LANE,1,68,11,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M00880210-I1,MANHATTAN,,5/25/2023,11/4/2025,893,4/1/2026,58.0,,Permit Entire,1056656,107,40.80153,-73.96562,203,WEST  107 STREET,1,1879,27,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
B00879590-I1,BROOKLYN,,5/25/2023,11/4/2025,893,11/16/2025,52.0,,Permit Entire,3337249,307,40.64429,-74.01076,506,51 STREET,3,800,9,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,38
X00863925-I1,BRONX,,5/25/2023,11/4/2025,893,11/16/2025,302.0,,Permit Entire,2131152,206,40.84447,-73.8928,1883,CROTONA AVENUE,2,2946,1,PAUL PERDEK  PROF. ENG. PLLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
M00879918-I1,MANHATTAN,,5/24/2023,11/4/2025,894,12/6/2025,77.0,,Permit Entire,1030414,107,40.77856,-73.98305,221,WEST   71 STREET,1,1163,20,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts,06
M00877599-I1,MANHATTAN,,5/24/2023,11/4/2025,894,3/6/2026,100.0,,Permit Entire,1015961,105,40.75143,-73.98518,39,WEST   37 STREET,1,839,16,CONAPAC SERVICES  DBA,1,DOB NOW,Local Law 11,Other Zoning Districts,04
M00878008-I1,MANHATTAN,,5/24/2023,11/4/2025,894,4/1/2026,55.0,,Permit Entire,1009559,102,40.73467,-73.99786,57,WEST   10 STREET,1,574,72,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,02
M00875608-I1,MANHATTAN,,5/24/2023,11/4/2025,894,4/1/2026,60.0,,Permit Entire,1011364,102,40.73626,-74.00466,277,WEST   11 STREET,1,623,53,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,03
M00876971-I1,MANHATTAN,,5/23/2023,11/4/2025,895,3/27/2026,126.0,,Permit Entire,1010417,102,40.73226,-74.0099,180,CHRISTOPHER STREET,1,604,3,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M00878255-I1,MANHATTAN,,5/23/2023,11/4/2025,895,3/7/2026,520.0,,Permit Entire,1083402,103,40.7135,-73.98444,25,MONTGOMERY STREET,1,267,1,DEN MENDEZ RA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,01
B00875684-I1,BROOKLYN,,5/23/2023,11/4/2025,895,12/19/2025,45.0,,Permit Entire,3429371,304,40.68457,-73.90621,99,GRANITE STREET,3,3457,49,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,37
B00878044-I1,BROOKLYN,,5/23/2023,11/4/2025,895,11/16/2025,344.0,,Permit Entire,3416888,312,40.63378,-73.9905,4910,14 AVENUE,3,5642,33,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,44
X07997852-I1,BRONX,,5/23/2023,11/4/2025,895,4/1/2026,24.0,,Permit Entire,2004498,203,40.82472,-73.90574,968,CAULDWELL AVENUE,2,2632,27,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
X00846630-I1,BRONX,,5/22/2023,11/4/2025,896,2/8/2026,251.0,,Permit Entire,2091973,203,40.82572,-73.90336,760,EAST  166 STREET,2,2640,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,17
M00878084-I1,MANHATTAN,,5/22/2023,11/4/2025,896,5/19/2026,60.0,,Permit Entire,1088887,104,40.75999,-73.99709,534,WEST   42 STREET,1,1070,7502,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M00878039-I1,MANHATTAN,,5/20/2023,11/4/2025,898,3/7/2026,400.0,,Permit Entire,1003212,103,40.71159,-73.98422,75,MONTGOMERY STREET,1,259,1,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Other Zoning Districts,01
M00875234-I1,MANHATTAN,,5/20/2023,11/4/2025,898,5/7/2026,85.0,,Permit Entire,1017104,106,40.74756,-73.98177,55,EAST   34 STREET,1,864,32,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M00870199-I1,MANHATTAN,,5/19/2023,11/4/2025,899,4/1/2026,55.0,,Permit Entire,1008506,102,40.7278,-73.99432,684,BROADWAY,1,531,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,02
M00876188-I1,MANHATTAN,,5/19/2023,11/4/2025,899,11/10/2025,110.0,,Permit Entire,1083762,104,40.7606,-73.99239,420,WEST   45 STREET,1,1054,41,ARQUITECTURA VARELA,1,DOB NOW,Local Law 11,Other Zoning Districts,03
M00875746-I1,MANHATTAN,,5/19/2023,11/4/2025,899,4/1/2026,44.0,,Permit Entire,1025145,104,40.76174,-73.98733,304,WEST   49 STREET,1,1039,38,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,03
M00875848-I1,MANHATTAN,,5/19/2023,11/4/2025,899,4/1/2026,74.0,,Permit Entire,1086198,104,40.74132,-73.99939,224,WEST   18 STREET,1,767,7504,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M00866488-I1,MANHATTAN,,5/19/2023,11/4/2025,899,3/2/2026,42.0,,Permit Entire,1016288,105,40.74027,-73.98729,42,EAST   23 STREET,1,851,48,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,02
B00872612-I1,BROOKLYN,,5/19/2023,11/4/2025,899,1/1/2026,200.0,,Permit Entire,3148355,310,40.62957,-74.02225,7427,5 AVENUE,3,5931,1,OSPINO ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
X00877721-I1,BRONX,,5/19/2023,11/4/2025,899,2/12/2026,109.0,,Permit Entire,2113257,208,40.8861,-73.90742,3536,CAMBRIDGE AVENUE,2,5791,7501,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts,11
S00876902-I1,STATEN ISLAND,,5/18/2023,11/4/2025,900,12/31/2025,83.0,,Permit Entire,5000209,501,40.63915,-74.07758,430,ST MARKS PLACE,5,16,120,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,49
M00859134-I1,MANHATTAN,,5/18/2023,11/4/2025,900,6/3/2026,130.0,,Permit Entire,1056651,107,40.80193,-73.96659,235,WEST  107 STREET,1,1879,15,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M00845625-I1,MANHATTAN,,5/18/2023,11/4/2025,900,12/11/2025,264.0,,Permit Entire,1061438,109,40.82625,-73.94542,400,CONVENT AVENUE,1,2062,14,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M00875733-I1,MANHATTAN,,5/18/2023,11/4/2025,900,5/12/2026,28.0,,Permit Entire,1043889,108,40.76642,-73.96125,240,EAST   68 STREET,1,1422,34,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,05
M00873193-I1,MANHATTAN,,5/17/2023,11/4/2025,901,4/1/2026,125.0,,Permit Entire,1001099,101,40.7098,-74.00973,1,MAIDEN LANE,1,65,16,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
B00860279-I1,BROOKLYN,,5/16/2023,11/4/2025,902,5/8/2026,609.0,,Permit Entire,3204886,315,40.58719,-73.95747,2626,HOMECREST AVENUE,3,7456,6,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Other Zoning Districts,48
B00874360-I1,BROOKLYN,,5/15/2023,11/4/2025,903,5/8/2026,230.0,,Permit Entire,3208243,318,40.62712,-73.94092,3602,AVENUE J,3,7618,42,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,45
M00874087-I1,MANHATTAN,,5/15/2023,11/4/2025,903,5/14/2026,64.0,,Permit Entire,1063307,112,40.83608,-73.94556,834,RIVERSIDE DRIVE,1,2136,18,ASR ENGINEERING PC,1,DOB NOW,Local Law 11,Other Zoning Districts,07
X00872073-I1,BRONX,,5/15/2023,11/4/2025,903,4/28/2026,150.0,,Permit Entire,2090366,209,40.83743,-73.86273,1900,ARCHER STREET,2,3937,85,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,18
B00873142-I1,BROOKLYN,,5/12/2023,11/4/2025,906,12/19/2025,300.0,,Permit Entire,3336547,313,40.57369,-73.99368,2980,WEST   28 STREET,3,7052,34,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,47
B00873154-I1,BROOKLYN,,5/12/2023,11/4/2025,906,12/19/2025,1243.0,,Permit Entire,3339183,313,40.57369,-73.99368,2970,WEST   27 STREET,3,7052,34,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,47
B00863690-I1,BROOKLYN,,5/11/2023,11/4/2025,907,4/21/2026,286.0,,Permit Entire,3081033,316,40.66914,-73.91228,85,BRISTOL STREET,3,3520,32,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,41
B00872450-I1,BROOKLYN,,5/10/2023,11/4/2025,908,12/31/2025,642.0,,Permit Entire,3335899,302,40.69029,-73.98604,422,FULTON STREET,3,156,7502,LOMBARDO PROFESSIONAL ENGINEERING,1,DOB NOW,Local Law 11,Commercial District/Overlay,33
M00860470-I1,MANHATTAN,,5/10/2023,11/4/2025,908,4/1/2026,204.0,,Permit Entire,1064375,112,40.85618,-73.93778,282,CABRINI BOULEVARD,1,2179,429,PR,0,DOB NOW,Local Law 11,Other Zoning Districts,10
M00861667-I1,MANHATTAN,,5/10/2023,11/4/2025,908,4/1/2026,125.0,,Permit Entire,1056642,107,40.80121,-73.96603,210,WEST  107 STREET,1,1878,37,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Other Zoning Districts,07
Q08047850-I1,QUEENS,,5/10/2023,11/4/2025,908,5/25/2026,453.0,,Permit Entire,4112220,407,40.76091,-73.83415,133-25,37 AVENUE,4,4970,11,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,20
M00870003-I1,MANHATTAN,,5/9/2023,11/4/2025,909,12/31/2025,165.0,,Permit Entire,1091731,108,40.77139,-73.959,200,EAST   75 STREET,1,1429,45,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,05
X00868217-I1,BRONX,,5/8/2023,11/4/2025,910,5/25/2026,119.0,,Permit Entire,2005093,202,40.81443,-73.90146,664,BECK STREET,2,2684,54,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
M00858164-I1,MANHATTAN,,5/5/2023,11/4/2025,913,12/31/2025,408.0,,Permit Entire,1041801,108,40.77433,-73.96208,850,PARK AVENUE,1,1391,40,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,04
B00868425-I1,BROOKLYN,,5/5/2023,11/4/2025,913,12/19/2025,135.0,,Permit Entire,3055994,302,40.68621,-73.96703,395,CLINTON AVENUE,3,1961,27,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,35
B00868658-I1,BROOKLYN,,5/5/2023,11/4/2025,913,11/16/2025,88.0,,Permit Entire,3430308,302,40.69243,-73.98687,55,WILLOUGHBY STREET,3,147,44,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,33
M00865840-I1,MANHATTAN,,5/4/2023,11/4/2025,914,12/3/2025,40.0,,Permit Entire,1008199,102,40.72523,-73.99271,6,BLEEKER STREET,1,521,73,CONAPAC SERVICES  DBA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M00834700-I1,MANHATTAN,,5/4/2023,11/4/2025,914,5/1/2026,655.0,,Permit Entire,1051991,111,40.792,-73.94687,1680,LEXINGTON AVENUE,1,1633,13,360 ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay,08
M00867971-I1,MANHATTAN,,5/4/2023,11/4/2025,914,5/1/2026,343.0,,Permit Entire,1034786,105,40.76244,-73.97811,65,WEST   54 STREET,1,1270,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
S08033111-I1,STATEN ISLAND,,5/4/2023,11/4/2025,914,11/25/2025,1922.0,,Permit Entire,5082634,503,40.5283,-74.19352,100,LUTEN AVENUE,5,6613,1,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,51
S00868126-I1,STATEN ISLAND,,5/3/2023,11/4/2025,915,1/27/2026,511.0,,Permit Entire,5108964,502,40.60765,-74.11965,275,WESTWOOD AVENUE,5,706,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,49
M00867327-I1,MANHATTAN,,5/3/2023,11/4/2025,915,3/1/2026,348.0,,Permit Entire,1083638,105,40.74973,-73.9865,31,WEST   34 STREET,1,836,10,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M00861790-I1,MANHATTAN,,5/3/2023,11/4/2025,915,4/1/2026,125.0,,Permit Entire,1056644,107,40.80154,-73.96681,230,WEST  107 STREET,1,1878,47,ENTHINK ENGINEERING LLC,0,DOB NOW,Local Law 11,Other Zoning Districts,07
B00865784-I1,BROOKLYN,,5/3/2023,11/4/2025,915,1/17/2026,467.0,,Permit Entire,3328051,305,40.66686,-73.89598,428,SHEFFIELD AVENUE,3,3787,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,42
B00855291-I1,BROOKLYN,,5/3/2023,11/4/2025,915,4/1/2026,855.0,,Permit Entire,3426946,302,40.70226,-73.97277,1,DOCK   72 WAY,3,2023,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
X00858127-I1,BRONX,,5/2/2023,11/4/2025,916,3/31/2026,598.0,,Permit Entire,2084740,208,40.90218,-73.90096,5400,FIELDSTON ROAD,2,5845,1799,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,11
X00860154-I1,BRONX,,5/2/2023,11/4/2025,916,1/1/2026,100.0,,Permit Issued,2091221,201,40.82233,-73.91826,300,EAST  158 STREET,2,2416,1,DSENY ENGINEERING SERVICES  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
M00866795-I1,MANHATTAN,,5/1/2023,11/4/2025,917,5/8/2026,27.0,,Permit Entire,1012700,104,40.74673,-74.00263,428,WEST   23 STREET,1,720,61,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,03
M00834443-I1,MANHATTAN,,4/29/2023,11/4/2025,919,2/28/2026,120.0,,Permit Entire,1042843,108,40.77097,-73.96277,117,EAST   72 STREET,1,1407,8,PLAN B ENGINEERING,1,DOB NOW,Local Law 11,Other Zoning Districts,04
B00865908-I1,BROOKLYN,,4/29/2023,11/4/2025,919,1/22/2026,40.0,,Permit Entire,3322154,313,40.59247,-73.98299,2249,STILLWELL AVENUE,3,7137,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,47
B00865914-I1,BROOKLYN,,4/29/2023,11/4/2025,919,1/22/2026,48.0,,Permit Entire,3322194,313,40.59153,-73.97987,2790,86 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,47
B00865921-I1,BROOKLYN,,4/29/2023,11/4/2025,919,1/22/2026,89.0,,Permit Entire,3322195,313,40.59153,-73.97987,2800,86 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,47
B00865934-I1,BROOKLYN,,4/29/2023,11/4/2025,919,1/27/2026,17.0,,Permit Entire,3322183,313,40.59153,-73.97987,2336,WEST    8 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,47
B00865940-I1,BROOKLYN,,4/29/2023,11/4/2025,919,1/22/2026,64.0,,Permit Entire,3322171,313,40.59153,-73.97987,2369,WEST   11 STREET,3,7140,16,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,47
B00865675-I1,BROOKLYN,,4/29/2023,11/4/2025,919,1/17/2026,243.0,,Permit Entire,3328050,305,40.66686,-73.89598,398,SHEFFIELD AVENUE,3,3787,1,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,42
Q00616285-S3,QUEENS,,4/28/2023,11/4/2025,920,3/19/2026,280.0,,Permit Entire,4128231,411,40.74348,-73.78741,56-37,188 STREET,4,5674,2,NYMS CONSULTING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,20
Q00820899-I1,QUEENS,,4/26/2023,11/4/2025,922,11/24/2025,1200.0,,Permit Entire,4302817,414,40.59436,-73.7948,488,BEACH   66 STREET,4,16039,14,SIGMA ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,31
M00843390-I1,MANHATTAN,,4/25/2023,11/4/2025,923,4/1/2026,306.0,,Permit Entire,1008215,102,40.72542,-73.9954,316,LAFAYETTE STREET,1,522,24,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,02
X00853171-I1,BRONX,,4/22/2023,11/4/2025,926,3/31/2026,840.0,,Permit Entire,2084041,208,40.88915,-73.90424,3900,GREYSTONE AVENUE,2,5780,940,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,11
X00858418-I1,BRONX,,4/20/2023,11/4/2025,928,4/1/2026,321.0,,Permit Entire,2049876,211,40.86026,-73.8698,2385,BARKER AVENUE,2,4340,7502,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,15
